Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
00-TM3:bin_000047	94.83	5.68	Gradient Boost (General Model)	11	0.877	38458	285.0647639956092	1774424	0.27	1822	None
00-TM3:bin_000059	95.84	1.49	Neural Network (Specific Model)	11	0.912	46367	334.4419125887187	2939400	0.54	2677	None
00-TM3:bin_000091	80.18	5.81	Neural Network (Specific Model)	11	0.893	4942	267.15767634854774	3882012	0.48	4338	None
00-TM3:bin_000093	78.62	1.48	Gradient Boost (General Model)	11	0.869	4909	256.4528985507246	1707595	0.57	1932	None
00-TM4:bin_000016	92.09	3.17	Gradient Boost (General Model)	11	0.912	17731	292.1925601750547	1315035	0.51	1371	None
00-TM4:bin_000042	95.02	3.96	Gradient Boost (General Model)	11	0.85	26415	332.8795827123696	3935776	0.52	3355	None
00-TM4:bin_000090	86.51	1.84	Gradient Boost (General Model)	11	0.845	8507	275.6560534591195	2483251	0.48	2544	None
00-TM4:bin_000096	97.2	6.1	Gradient Boost (General Model)	11	0.889	6432	288.8066985645933	1016261	0.3	1045	None
00-TM4:bin_000099	85.69	5.88	Gradient Boost (General Model)	11	0.899	9052	291.7769230769231	3408676	0.53	3510	None
00-TM4:bin_000115	79.21	4.74	Gradient Boost (General Model)	11	0.874	5431	256.140642303433	1584509	0.28	1806	None
00-TM4:bin_000127	69.38	1.8	Gradient Boost (General Model)	11	0.894	5081	292.2816666666667	3524005	0.5	3600	None
00:bin_000033	95.87	3.63	Gradient Boost (General Model)	11	0.861	20011	308.56272241992883	2410653	0.49	2248	None
00:bin_000052	93.88	0.47	Neural Network (Specific Model)	11	0.784	51729	284.0347670250896	3027905	0.38	2790	None
00:bin_000053	97.27	0.2	Gradient Boost (General Model)	11	0.906	131156	318.35360360360363	1870042	0.35	1776	None
00:bin_000057	90.72	0.98	Neural Network (Specific Model)	11	0.874	16304	301.06160382368563	1943157	0.45	1883	None
00:bin_000058	94.45	0.29	Gradient Boost (General Model)	11	0.876	69777	303.9587255611875	2870114	0.54	2762	None
00:bin_000098	91.38	1.2	Gradient Boost (General Model)	11	0.84	17633	288.02984367598293	2165868	0.29	2111	None
00:bin_000104	88.05	0.71	Neural Network (Specific Model)	11	0.868	26352	319.0833723653396	2350177	0.54	2135	None
00:bin_000120	98.01	10.19	Gradient Boost (General Model)	11	0.887	11876	301.06900025182574	4036685	0.52	3971	None
00:bin_000142	84.46	3.2	Neural Network (Specific Model)	11	0.893	19567	317.5695317959469	3048457	0.49	2862	None
00:bin_000144	98.76	1.45	Neural Network (Specific Model)	11	0.893	41892	307.5841911764706	2804753	0.48	2720	None
00:bin_000204	78.1	2.25	Gradient Boost (General Model)	11	0.89	9359	269.24817518248176	2356709	0.5	2603	None
00:bin_000208	89.13	4.36	Gradient Boost (General Model)	11	0.843	39945	311.5824175824176	1510383	0.34	1365	None
00:bin_000211	90.88	8.04	Gradient Boost (General Model)	11	0.844	13249	264.75512021371327	2109699	0.27	2246	None
00:bin_000227	98.62	25.38	Gradient Boost (General Model)	11	0.883	30824	293.2813926940639	5224104	0.47	5256	None
00:bin_000235	79.83	8.28	Gradient Boost (General Model)	11	0.887	25387	300.26263871763257	1645488	0.27	1622	None
00:bin_000239	73.84	2.54	Neural Network (Specific Model)	11	0.882	9123	283.6369313113292	2158796	0.64	2242	None
00:bin_000262	73.68	6.65	Gradient Boost (General Model)	11	0.882	20621	286.93813813813813	1622882	0.27	1665	None
00:bin_000288	73.75	9.25	Gradient Boost (General Model)	11	0.879	3472	287.8923230309073	983963	0.36	1003	None
00:bin_000294	72.19	8.18	Gradient Boost (General Model)	11	0.887	7444	278.004347826087	1295673	0.27	1380	None
07-TM1:bin_000009	93.65	0.0	Gradient Boost (General Model)	11	0.886	389154	348.97375	1886902	0.47	1600	None
07-TM4:bin_000023	99.14	5.16	Neural Network (Specific Model)	11	0.872	21614	288.41403865717194	1948096	0.38	1966	None
07-TM4:bin_000037	98.87	3.11	Neural Network (Specific Model)	11	0.865	13538	310.79458794587947	2622969	0.54	2439	None
07-TM4:bin_000076	89.47	4.12	Gradient Boost (General Model)	11	0.849	5553	267.8744737849215	2467443	0.64	2613	None
07-TM4:bin_000119	69.46	2.3	Gradient Boost (General Model)	11	0.883	10495	310.61504702194355	1678948	0.56	1595	None
07-TM4:bin_000120	72.76	2.4	Gradient Boost (General Model)	11	0.884	5833	287.7859408033827	1843761	0.57	1892	None
07:bin_000030	96.42	1.21	Gradient Boost (General Model)	11	0.827	37807	297.4588277597986	2996945	0.54	2781	None
07:bin_000038	98.02	5.58	Gradient Boost (General Model)	11	0.851	14047	286.91380686352755	2530791	0.57	2506	None
07:bin_000072	87.39	0.71	Gradient Boost (General Model)	11	0.897	10224	287.85997102848864	1989603	0.48	2071	None
07:bin_000104	88.07	7.18	Gradient Boost (General Model)	11	0.882	9582	275.5912823752369	1481158	0.28	1583	None
07:bin_000118	95.83	3.97	Neural Network (Specific Model)	11	0.892	18505	285.6513157894737	1748492	0.37	1824	None
07:bin_000134	96.96	17.45	Gradient Boost (General Model)	11	0.853	25342	267.494422310757	2356560	0.29	2510	None
07:bin_000169	78.71	3.73	Gradient Boost (General Model)	11	0.894	8618	280.1692913385827	2620338	0.55	2794	None
07:bin_000177	62.71	0.47	Gradient Boost (General Model)	11	0.902	3620	278.163428001993	1853679	0.48	2007	None
07:bin_000184	68.52	4.87	Gradient Boost (General Model)	11	0.864	7795	268.7314434912346	2495905	0.58	2681	None
14-TM1:bin_000006	100.0	0.99	Neural Network (Specific Model)	11	0.902	142689	368.3104744011273	5206576	0.41	4258	None
14-TM1:bin_000011	99.82	0.12	Neural Network (Specific Model)	11	0.848	88562	313.11184723304757	2832411	0.6	2566	None
14-TM1:bin_000012	97.34	0.91	Gradient Boost (General Model)	11	0.896	83627	323.5144451739987	3293379	0.53	3046	None
14-TM1:bin_000018	100.0	3.58	Gradient Boost (General Model)	11	0.839	35116	331.0369948776323	2076440	0.58	1757	None
14-TM1:bin_000021	98.42	0.0	Gradient Boost (General Model)	11	0.864	82016	345.54043645699613	1865874	0.51	1558	None
14-TM1:bin_000034	93.27	3.74	Gradient Boost (General Model)	11	0.886	10427	298.71081307627827	2409252	0.55	2386	None
14-TM1:bin_000045	95.6	5.71	Neural Network (Specific Model)	11	0.906	167748	385.10505606925045	6476016	0.43	5083	None
14-TM1:bin_000047	95.54	0.19	Gradient Boost (General Model)	11	0.895	198078	325.5904095904096	1090666	0.37	1001	None
14-TM1:bin_000066	56.35	1.02	Gradient Boost (General Model)	11	0.894	3194	244.27591036414566	1166832	0.44	1428	None
14-TM2:bin_000008	99.99	0.8	Neural Network (Specific Model)	11	0.893	224798	358.2128608307909	5118296	0.43	4261	None
14-TM2:bin_000025	93.93	0.22	Gradient Boost (General Model)	11	0.886	247535	350.13146417445483	1900918	0.47	1605	None
14-TM3:bin_000001	100.0	0.18	Neural Network (Specific Model)	11	0.876	130209	311.7719414893617	4808324	0.51	4512	None
14-TM4:bin_000049	97.36	3.27	Gradient Boost (General Model)	11	0.905	30187	295.764	1468717	0.26	1500	None
14-TM4:bin_000071	88.4	8.28	Gradient Boost (General Model)	11	0.877	6785	274.04434782608695	2153442	0.62	2300	None
14-TM4:bin_000111	73.47	1.41	Gradient Boost (General Model)	11	0.829	7845	277.76537585421414	2643036	0.54	2634	None
14-TM4:bin_000120	80.89	7.92	Neural Network (Specific Model)	11	0.88	7580	284.202333435677	3146961	0.51	3257	None
14-TM4:bin_000125	65.83	0.72	Gradient Boost (General Model)	11	0.884	12795	304.7452887537994	1697662	0.56	1645	None
14:bin_000027	93.45	0.77	Gradient Boost (General Model)	11	0.879	20950	325.81613085166384	1968182	0.55	1773	None
14:bin_000044	98.4	3.34	Gradient Boost (General Model)	11	0.892	20202	281.1372549019608	2647080	0.31	2805	None
14:bin_000051	97.21	3.62	Gradient Boost (General Model)	11	0.88	24937	313.5406871609403	3536857	0.51	3318	None
14:bin_000068	98.39	2.48	Gradient Boost (General Model)	11	0.904	28423	292.3412443874278	1509614	0.26	1559	None
14:bin_000081	94.78	4.89	Gradient Boost (General Model)	11	0.905	73904	289.8932926829268	1258319	0.3	1312	None
14:bin_000094	95.47	5.14	Gradient Boost (General Model)	11	0.921	8063	294.44448772886636	2457904	0.45	2567	None
14:bin_000104	91.6	1.1	Gradient Boost (General Model)	11	0.874	8300	290.46065100947675	2415069	0.37	2427	None
14:bin_000132	96.8	6.24	Gradient Boost (General Model)	11	0.887	13935	302.93732460243217	1092760	0.34	1069	None
14:bin_000190	78.2	1.19	Neural Network (Specific Model)	11	0.898	18857	331.9336252592763	4801249	0.42	4339	None
21-TM1:bin_000026	97.5	3.12	Gradient Boost (General Model)	11	0.885	17249	298.6296296296296	3027430	0.6	2997	None
21-TM1:bin_000027	97.45	1.22	Gradient Boost (General Model)	11	0.906	32785	321.9169741697417	2883532	0.53	2710	None
21-TM1:bin_000044	98.02	5.15	Neural Network (Specific Model)	11	0.889	43955	314.04471238382314	4209554	0.48	3981	None
21-TM1:bin_000064	93.82	4.89	Neural Network (Specific Model)	11	0.898	25195	313.1749473050286	3468390	0.44	3321	None
21-TM1:bin_000068	91.03	0.46	Neural Network (Specific Model)	11	0.906	117151	393.5105298160053	5871679	0.43	4511	None
21-TM1:bin_000095	83.08	7.9	Gradient Boost (General Model)	11	0.9	5081	262.4010955569081	1433464	0.28	1643	None
21-TM1:bin_000104	89.48	21.51	Neural Network (Specific Model)	11	0.856	3493	236.2043650793651	3331720	0.33	4032	None
21-TM1:bin_000107	79.75	5.49	Gradient Boost (General Model)	11	0.876	25288	278.00376175548587	1514965	0.28	1595	None
21-TM1:bin_000110	91.69	33.54	Gradient Boost (General Model)	11	0.874	4430	263.4570677570093	3091270	0.63	3424	None
21-TM2:bin_000019	96.69	0.95	Gradient Boost (General Model)	11	0.9	16389	301.12351274787534	3536400	0.47	3530	None
21-TM2:bin_000038	95.8	8.15	Neural Network (Specific Model)	11	0.904	167748	386.3754441373865	6485436	0.43	5066	None
21-TM2:bin_000052	75.2	3.5	Gradient Boost (General Model)	11	0.86	3036	238.9639029892837	1475952	0.57	1773	None
21-TM2:bin_000058	53.57	4.0	Gradient Boost (General Model)	11	0.917	3331	254.96578690127077	1703112	0.59	2046	None
21-TM2:bin_000063	68.52	2.57	Gradient Boost (General Model)	11	0.873	7776	280.36657534246575	1755476	0.63	1825	None
21-TM3:bin_000005	100.0	5.11	Gradient Boost (General Model)	11	0.888	69259	296.6196013289036	3611855	0.3	3612	None
21-TM3:bin_000025	61.61	6.53	Gradient Boost (General Model)	11	0.852	3186	247.17094618360886	2469878	0.58	2843	None
21-TM4:bin_000031	98.22	1.1	Gradient Boost (General Model)	11	0.852	9830	277.6170392239561	2313622	0.57	2371	None
21-TM4:bin_000045	99.97	5.29	Neural Network (Specific Model)	11	0.849	62651	313.68540173519426	2926997	0.59	2651	None
21-TM4:bin_000048	90.57	1.71	Gradient Boost (General Model)	11	0.9	7442	287.6233874323762	2297823	0.52	2403	None
21-TM4:bin_000051	94.25	1.5	Neural Network (Specific Model)	11	0.85	24720	322.90466321243525	2196406	0.62	1930	None
21-TM4:bin_000098	90.93	12.28	Neural Network (Specific Model)	11	0.9	4776	260.14534161490684	2091824	0.32	2415	None
21-TM4:bin_000117	70.29	1.66	Gradient Boost (General Model)	11	0.893	4102	294.3013698630137	1369799	0.56	1387	None
21:bin_000010	100.0	0.9	Gradient Boost (General Model)	11	0.844	41509	296.8467895740623	3313516	0.43	3146	None
21:bin_000094	93.6	1.23	Neural Network (Specific Model)	11	0.904	63097	320.9953007518797	3392713	0.45	3192	None
21:bin_000143	86.32	7.36	Gradient Boost (General Model)	11	0.891	9145	304.8335635359116	4450779	0.51	4344	None
21:bin_000149	97.67	21.32	Gradient Boost (General Model)	11	0.875	13182	279.9087802313354	3645884	0.56	3804	None
21:bin_000150	86.77	11.2	Gradient Boost (General Model)	11	0.889	13808	295.74292059966683	3589519	0.5	3602	None
21:bin_000189	87.41	20.38	Gradient Boost (General Model)	11	0.864	19100	271.6408573928259	2151265	0.28	2286	None
D300693:bin_000016	94.08	4.2	Neural Network (Specific Model)	11	0.904	58298	295.38353825136613	2863833	0.41	2928	None
D300693:bin_000036	83.72	5.09	Gradient Boost (General Model)	11	0.925	95049	290.1628551628552	1354548	0.29	1443	None
D300693:bin_000042	81.55	1.85	Gradient Boost (General Model)	11	0.86	4687	283.22233201581025	998460	0.35	1012	None
D300695:bin_000005	98.09	0.25	Gradient Boost (General Model)	11	0.858	60074	326.8677154093672	3189844	0.5	2797	None
D300695:bin_000028	84.68	0.73	Neural Network (Specific Model)	11	0.898	13617	299.16643741403027	2899358	0.47	2908	None
D300696:bin_000016	98.86	10.46	Neural Network (Specific Model)	11	0.9	41387	319.5864553314121	3686931	0.45	3470	None
D300696:bin_000020	94.07	2.67	Neural Network (Specific Model)	11	0.891	52824	319.4605042016807	3831068	0.48	3570	None
D300700:bin_000014	93.99	11.97	Neural Network (Specific Model)	11	0.914	126243	410.5719305094671	6895106	0.42	5123	None
D300702:bin_000004	96.6	0.44	Neural Network (Specific Model)	11	0.866	34726	297.4355874574991	2723056	0.45	2647	None
D300705:bin_000003	99.75	0.2	Neural Network (Specific Model)	11	0.847	79588	316.80643863179074	2778052	0.6	2485	None
D300706:bin_000027	81.02	22.9	Gradient Boost (General Model)	11	0.892	2694	265.11496062992126	2260362	0.55	2540	None
D300708:bin_000002	99.95	0.21	Neural Network (Specific Model)	11	0.884	34950	284.957656612529	1664379	0.4	1724	None
D300708:bin_000004	99.35	0.06	Neural Network (Specific Model)	11	0.884	49827	291.8819688598694	1969513	0.37	1991	None
D300708:bin_000032	92.73	3.4	Gradient Boost (General Model)	11	0.899	8050	288.0666222518321	1440485	0.49	1501	None
D300709:bin_000019	93.24	1.3	Gradient Boost (General Model)	11	0.865	17567	318.336743772242	2475708	0.54	2248	None
D300710:bin_000001	100.0	2.9	Gradient Boost (General Model)	11	0.876	40434	301.6725978647687	2607749	0.57	2529	None
D300710:bin_000006	99.41	0.29	Neural Network (Specific Model)	11	0.902	147068	370.90676280457484	4954226	0.42	4022	None
D300710:bin_000017	88.14	1.07	Gradient Boost (General Model)	11	0.859	13903	309.3079443079443	2633582	0.51	2442	None
D300710:bin_000031	86.39	9.22	Gradient Boost (General Model)	11	0.896	13561	308.64729532163744	2822746	0.54	2736	None
D300710:bin_000034	78.39	14.37	Neural Network (Specific Model)	11	0.871	3436	242.03108076289146	3531657	0.33	4247	None
D300710:bin_000035	60.89	8.08	Gradient Boost (General Model)	11	0.863	2590	239.42342342342343	2762727	0.52	3330	None
D300711:bin_000014	94.9	13.03	Gradient Boost (General Model)	11	0.864	15083	307.70617212402203	3678157	0.48	3451	None
D300711:bin_000018	99.95	5.8	Neural Network (Specific Model)	11	0.892	70838	332.0353485298976	3373027	0.5	3027	None
D300712:bin_000005	99.75	0.1	Neural Network (Specific Model)	11	0.847	99377	318.9000401445203	2802522	0.59	2491	None
D300712:bin_000014	95.32	5.12	Gradient Boost (General Model)	11	0.892	28480	329.2902912621359	3415332	0.51	3090	None
D300712:bin_000017	93.6	0.28	Gradient Boost (General Model)	11	0.921	43696	316.55792570798087	2796589	0.5	2719	None
D300714:bin_000002	92.29	0.86	Neural Network (Specific Model)	11	0.786	17161	269.5906612133606	3013676	0.38	2934	None
D300714:bin_000005	100.0	0.46	Gradient Boost (General Model)	11	0.761	56670	281.4186975629245	2770554	0.35	2503	None
D300718:bin_000003	99.78	4.45	Neural Network (Specific Model)	11	0.887	24578	312.4358825239895	3628072	0.48	3439	None
D300719:bin_000001	99.96	0.5	Neural Network (Specific Model)	11	0.883	38192	289.41412327947336	1639900	0.4	1671	None
D300719:bin_000010	89.68	4.8	Neural Network (Specific Model)	11	0.884	9423	274.85594639865997	1667520	0.39	1791	None
D300723:bin_000009	98.42	0.04	Gradient Boost (General Model)	11	0.866	94048	345.2323677581864	1896904	0.51	1588	None
D300724:bin_000009	97.68	0.48	Gradient Boost (General Model)	11	0.874	150638	343.39012584704744	1216600	0.31	1033	None
D300724:bin_000012	74.77	0.52	Neural Network (Specific Model)	11	0.888	4938	256.85714285714283	1316187	0.41	1519	None
D300724:bin_000017	87.89	24.03	Gradient Boost (General Model)	11	0.856	4629	251.16606606606607	2927983	0.62	3330	None
D300726:bin_000017	97.68	0.48	Gradient Boost (General Model)	11	0.873	300755	342.8797284190107	1213144	0.31	1031	None
D300726:bin_000018	92.62	0.88	Neural Network (Specific Model)	11	0.913	13024	311.9331278890601	3318321	0.53	3245	None
D300727:bin_000008	97.24	5.41	Gradient Boost (General Model)	11	0.855	51410	254.38731952291275	1415782	0.28	1593	None
D300733:bin_000009	87.94	3.2	Gradient Boost (General Model)	11	0.852	13092	318.92918192918194	1837141	0.51	1638	None
D300733:bin_000031	71.76	0.28	Gradient Boost (General Model)	11	0.867	7762	314.1379018612521	1283068	0.6	1182	None
D300738:bin_000003	98.86	6.11	Neural Network (Specific Model)	11	0.905	47977	374.3938289601555	5100925	0.41	4116	None
D300738:bin_000005	94.76	3.38	Neural Network (Specific Model)	11	0.913	77583	377.1305595408895	4313742	0.46	3485	None
D300741:bin_000003	100.0	4.94	Gradient Boost (General Model)	11	0.887	36609	292.8016160490387	3545753	0.3	3589	None
D300742:bin_000010	72.49	2.52	Neural Network (Specific Model)	11	0.895	4227	265.2144886363636	3120908	0.47	3520	None
D300745:bin_000001	100.0	0.51	Neural Network (Specific Model)	11	0.877	116705	312.5188679245283	4751190	0.51	4452	None
D300745:bin_000009	42.95	0.35	Neural Network (Specific Model)	11	0.899	163627	374.05075807514834	1892193	0.43	1517	None
D300746:bin_000012	76.51	4.39	Gradient Boost (General Model)	11	0.901	4272	269.8635875402793	2504639	0.56	2793	None
D300748:bin_000008	93.39	3.42	Gradient Boost (General Model)	11	0.897	17064	309.19059756442937	3643318	0.44	3531	None
D300749:bin_000006	85.36	0.54	Gradient Boost (General Model)	11	0.869	7910	312.42878711625565	2139750	0.56	1987	None
D300749:bin_000007	86.41	2.74	Gradient Boost (General Model)	11	0.872	4825	260.50548986486484	2118200	0.61	2368	None
D300750:bin_000006	95.02	0.62	Gradient Boost (General Model)	11	0.881	112676	357.91772823779195	2292774	0.49	1884	None
D300750:bin_000009	93.2	1.45	Gradient Boost (General Model)	11	0.866	5965	294.07620735489587	2296480	0.62	2257	None
D300751:bin_000018	92.91	1.78	Gradient Boost (General Model)	11	0.865	10141	299.65301986218077	2559501	0.55	2467	None
D300751:bin_000020	92.7	3.85	Gradient Boost (General Model)	11	0.918	25483	305.0485704443679	2885741	0.5	2903	None
D300752:bin_000001	98.98	1.07	Neural Network (Specific Model)	11	0.912	707315	308.9781160799239	2131111	0.37	2102	None
D300752:bin_000018	86.95	2.06	Neural Network (Specific Model)	11	0.886	19584	309.25747764415667	3388998	0.48	3243	None
D300752:bin_000035	83.15	0.01	Gradient Boost (General Model)	11	0.883	19479	330.40894819466246	1427139	0.53	1274	None
D300752:bin_000041	80.85	2.02	Gradient Boost (General Model)	11	0.854	6490	294.76873489121675	1283386	0.59	1241	None
D300753:bin_000004	91.53	1.01	Gradient Boost (General Model)	11	0.845	13314	315.38218714768885	1983444	0.5	1774	None
D300755:bin_000003	99.99	0.09	Neural Network (Specific Model)	11	0.902	173290	373.7151219512195	5086561	0.41	4100	None
D300755:bin_000013	98.37	0.64	Neural Network (Specific Model)	11	0.911	288358	364.9606382978723	4514586	0.47	3760	None
D300756:bin_000009	100.0	2.34	Neural Network (Specific Model)	11	0.882	82526	310.64785085447954	4074603	0.48	3862	None
D300756:bin_000017	92.44	1.92	Gradient Boost (General Model)	11	0.885	18276	317.87179487179486	1803777	0.57	1677	None
D300756:bin_000020	92.3	1.0	Gradient Boost (General Model)	11	0.843	13592	331.14909335124247	1751681	0.52	1489	None
D300756:bin_000026	88.09	1.98	Gradient Boost (General Model)	11	0.901	6966	295.85655737704917	1438936	0.49	1464	None
D300756:bin_000036	73.62	9.1	Gradient Boost (General Model)	11	0.866	3065	238.21832884097034	1833293	0.57	2226	None
